component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
gear,1126.928629,504.8275577,titanium,138034.939,1.25E-06,268965552.9,1948.532414
lever,1497.543729,27.16211529,aluminium,187487.889,2.68E-06,138682452,739.6875216
spring,6160.445585,116.5964414,titanium,1155061.444,1.05E-05,754254448.3,652.9994159
lever,7918.309792,144.8279743,titanium,10519930.68,9.56E-05,718965032.2,68.343134
valve_body,7688.917214,724.8272187,chromium,870875.0724,3.12E-06,158390927.1,181.8756009
spring,5604.967618,275.0425461,steel,1250923.437,6.25E-06,178374336.9,142.5941282
coupling,4991.844837,503.8174773,steel,909662.3317,4.55E-06,118797531.9,130.5951976
bracket,7088.772515,62.73519134,abs_plastic,1039235.76,0.000519618,19088269.55,18.3676027
pulley,4379.485749,424.5078113,chromium,571284.5904,2.05E-06,258497396.2,452.4844545
bolt,7169.304644,870.2061417,chromium,13604894.51,4.88E-05,109931286.1,8.080274786
bracket,635.9306432,187.119921,aluminium,146675.7699,2.10E-06,72033366.24,491.1061064
gear,994.153747,458.8702133,steel,205297.4896,1.03E-06,130502548.6,635.675326
pulley,6163.64612,743.1940578,chromium,800883.8263,2.87E-06,152268647.4,190.1257615
gear,4153.760345,286.8603752,aluminium,479220.0759,6.85E-06,30474843.66,63.59258553
pulley,1676.90207,272.5258498,titanium,411126.6101,3.74E-06,559342687.8,1360.512003
cam,6530.153886,62.37003055,titanium,1698735.05,1.54E-05,822037461.8,483.9115211
cam,298.2329917,179.5951893,aluminium,87413.2992,1.25E-06,75168671.11,859.9225953
flange,1984.794384,565.7487921,titanium,377382.2363,3.43E-06,192814009.9,510.9249757
valve_body,5295.685829,444.2704016,steel,1330826.508,6.65E-06,134304582.9,100.9181754
pulley,3499.8641,148.7583027,aluminium,1749302.032,2.50E-05,88017373.89,50.31571008
bearing,2788.29321,55.94079135,abs_plastic,424859.9647,0.00021243,21353069.55,50.25907669
bracket,1918.910569,391.2705156,chromium,214298.2429,7.68E-07,269576494.8,1257.950094
shaft,6810.899299,392.1848362,steel,4019753.32,2.01E-05,147868532.2,36.78547425
spring,8046.490544,100.9255327,titanium,1032924.835,9.39E-06,773843084.1,749.1765692
bolt,4150.5235,40.32169193,abs_plastic,481984.8677,0.000240992,26559436.02,55.10429435
cylinder,1920.345083,686.5399861,chromium,2903560.066,1.04E-05,171153338,58.94602974
flange,2185.254051,95.90766708,abs_plastic,638616.7273,0.000319308,8030777.641,12.57526979
shaft,4231.744411,289.6014536,aluminium,12472481.47,0.000178178,29332727.68,2.351795651
cam,8919.483949,40.51244744,abs_plastic,957876.3249,0.000478938,26495850.85,27.66103532
spring,8029.981608,250.3802365,titanium,3649020.026,3.32E-05,587024704.4,160.871878
bearing,1810.617554,120.1393539,aluminium,607923.4735,8.68E-06,99941935.88,164.3988762
flange,9626.686263,660.5308935,chromium,1146337.573,4.11E-06,179823035.5,156.8674357
pulley,5294.41528,563.9809494,chromium,710628.3025,2.55E-06,212006350.2,298.3364854
spring,6856.681034,87.80552385,abs_plastic,984191.6879,0.000492096,10731492.05,10.90386373
pulley,7200.908901,463.4788657,titanium,4086221.045,3.71E-05,320651417.8,78.4713833
shaft,4902.047776,40.50345298,abs_plastic,919269.9036,0.000459635,26498849.01,28.82597255
pulley,6906.270719,151.6807735,aluminium,1487718.606,2.13E-05,86799677.72,58.34415016
cylinder,3985.204001,48.98363461,abs_plastic,1224640.305,0.00061232,23672121.8,19.32985685
valve_body,3885.409519,935.8669111,chromium,887493.1441,3.18E-06,88044362.97,99.20568238
piston,7333.305521,253.1079377,aluminium,1021831.94,1.46E-05,44538359.31,43.58677542
gear,5173.499571,76.96944451,abs_plastic,1207463.654,0.000603732,14343518.5,11.87904783
coupling,2528.371927,217.284089,aluminium,2336701.966,3.34E-05,59464962.92,25.44824448
valve_body,7304.324232,62.65927781,titanium,3168617.725,2.88E-05,821675902.7,259.3168296
flange,8762.841859,621.8794486,chromium,4463596.139,1.60E-05,192706850.5,43.17300322
coupling,247.202846,295.2443334,steel,163030.2204,8.15E-07,173113454.8,1061.848867
gear,1129.723297,322.4111972,steel,483121.7865,2.42E-06,166038750.7,343.6788722
lever,3154.808326,297.7301753,aluminium,6541114.606,9.34E-05,25945760.3,3.966565618
shaft,2323.923887,247.1096913,aluminium,264162.6983,3.77E-06,47037628.64,178.0630988
flange,421.3554034,749.66572,chromium,296690.5318,1.06E-06,150111426.7,505.952872
bearing,321.4286915,33.94620572,aluminium,118591.4361,1.69E-06,135855747.6,1145.578063
cam,8344.472809,46.10562059,abs_plastic,1142208.791,0.000571104,24631459.8,21.56476119
flange,5594.68339,100.4195199,aluminium,594689.2229,8.50E-06,108158533.4,181.8740431
shaft,9727.893373,49.2937344,steel,3328257.842,1.66E-05,237163090,71.25742695
bearing,210.4304144,257.4792156,chromium,30855.43226,1.11E-07,314173594.8,10182.11614
gear,5139.13411,268.5890722,aluminium,737512.0683,1.05E-05,38087886.59,51.6437469
shaft,3787.442495,56.45886512,abs_plastic,2044271.338,0.001022136,21180378.29,10.36084491
bearing,347.6500037,491.0248319,steel,225947.3327,1.13E-06,122128950,540.5195475
shaft,8580.025145,396.0329447,steel,1092455.14,5.46E-06,146866420.7,134.4370266
bearing,4971.574047,248.4876735,titanium,808117.6852,7.35E-06,589390408.1,729.3373464
gear,7546.016099,42.15620105,aluminium,1143497.244,1.63E-05,132434916.2,115.8156847
pulley,8335.691831,191.2056376,chromium,1601962.517,5.74E-06,336264787.5,209.9080246
pulley,6101.31602,176.1741325,aluminium,931750.7783,1.33E-05,76594111.44,82.20450492
gear,6500.697478,162.4682626,steel,863284.9523,4.32E-06,207690556.6,240.5816944
spring,7127.96479,23.82924791,abs_plastic,1722640.108,0.00086132,32056917.36,18.60917856
flange,2596.780501,40.84139563,abs_plastic,399915.403,0.000199958,26386201.46,65.9794578
spring,9488.262866,195.3540616,steel,949168.681,4.75E-06,199126546.5,209.7904729
pulley,4393.599638,36.18185454,abs_plastic,1980933.129,0.000990467,27939381.82,14.10415194
pulley,7514.284641,83.53301671,abs_plastic,3570700.57,0.00178535,12155661.1,3.404279037
housing,5073.787655,276.7540497,aluminium,714922.4469,1.02E-05,34685812.61,48.51688846
valve_body,6362.673356,85.03440322,aluminium,708137.597,1.01E-05,114568998.7,161.7891765
piston,7887.859909,47.11489759,abs_plastic,960598.1836,0.000480299,24295034.14,25.29156785
cylinder,1816.394252,285.8837009,steel,438316.4161,2.19E-06,175551119.6,400.5123083
coupling,7660.105622,115.0123648,chromium,2141459.819,7.68E-06,361662545.1,168.8859823
pulley,9429.200726,592.0637685,titanium,9652907.624,8.78E-05,159920289.4,16.56705892
bracket,3786.766594,470.3069938,titanium,631161.9073,5.74E-06,312116257.7,494.5106067
spring,7599.347246,88.42781967,titanium,910235.1541,8.27E-06,789465225.4,867.3200786
pulley,6391.026078,110.4227213,titanium,881489.1141,8.01E-06,761971598.4,864.4140764
bearing,4991.024383,35.46093549,aluminium,522570.4839,7.47E-06,135224610.2,258.7681746
piston,7004.866546,414.8602082,steel,19801223.78,9.90E-05,141963487.5,7.169429983
cylinder,8533.184407,61.94063423,abs_plastic,3605780.426,0.00180289,19353121.92,5.367249148
spring,9620.501045,338.39201,titanium,1204534.804,1.10E-05,477009987.5,396.0117931
valve_body,7742.4479,23.07405165,abs_plastic,1899177.849,0.000949589,32308649.45,17.01191359
piston,2986.610019,120.4741975,steel,348593.0037,1.74E-06,218626511.1,627.1683848
coupling,6782.961561,294.1489504,aluminium,948886.9726,1.36E-05,27437937.34,28.91591742
lever,8587.545453,101.4889289,steel,1888190.721,9.44E-06,223570591.4,118.4046659
lever,1135.914289,462.8312091,titanium,220273.277,2.00E-06,321460988.6,1459.373524
bolt,4657.338593,52.48486839,aluminium,688763.2054,9.84E-06,128131304.8,186.0309956
piston,8185.998974,212.3614561,chromium,3843110.048,1.38E-05,329212848,85.66313321
cam,751.8374286,194.2067388,aluminium,127566.6931,1.82E-06,69080525.51,541.5247808
bracket,9111.194844,105.1508021,aluminium,2001456.789,2.86E-05,106187165.8,53.05493798
bracket,1092.295594,560.6537971,titanium,286849.2674,2.61E-06,199182753.6,694.3812526
lever,3934.182619,368.1174773,titanium,758738.6924,6.90E-06,439853153.4,579.7162551
bracket,649.2910265,185.033554,titanium,79081.70049,7.19E-07,668708057.6,8455.91399
cam,8569.310951,45.73090578,aluminium,1024902.741,1.46E-05,130945455.9,127.7637875
pulley,1613.582445,84.84534729,chromium,721061.283,2.58E-06,371718217.6,515.5154303
bolt,8023.570471,541.0189874,steel,1478147.894,7.39E-06,109109638.7,73.81510277
bearing,4998.096672,313.97443,chromium,2961475.427,1.06E-05,295341856.7,99.7279444
coupling,8437.443698,38.4000362,abs_plastic,53866147.37,0.026933074,27199987.93,0.504955139
cam,2104.375618,892.3128336,chromium,244565.2009,8.77E-07,102562388.8,419.3662403
bracket,1153.245214,505.2681604,chromium,188091.3335,6.74E-07,231577279.9,1231.195906
cam,5989.668607,110.9507507,aluminium,17055946.51,0.000243656,103770520.5,6.084125583
lever,2226.061292,837.7842686,chromium,522442.4646,1.87E-06,120738577.1,231.1040647
pulley,8742.192431,520.9013405,titanium,2313946.822,2.10E-05,248873324.3,107.5536058
flange,4266.349545,582.168169,titanium,6511585.357,5.92E-05,172289788.8,26.45896189
pulley,8597.263461,491.1260942,chromium,66474920,0.000238261,236291301.9,3.55459325
spring,3179.31288,269.6085716,steel,918613.7785,4.59E-06,179789434.5,195.7181992
bolt,675.5245312,558.8874846,titanium,293329.0282,2.67E-06,201390644.3,686.5690911
cylinder,2679.504063,555.9779669,chromium,1372129.691,4.92E-06,214674011,156.453149
valve_body,9463.728594,556.9295668,titanium,5533460.302,5.03E-05,203838041.5,36.83735499
piston,8544.265525,108.2156714,aluminium,1616897.934,2.31E-05,104910136.9,64.88358649
bearing,3603.66768,269.6074181,aluminium,2068468.234,2.95E-05,37663575.8,18.2084381
piston,5811.4044,204.0983844,aluminium,2867378.796,4.10E-05,64959006.5,22.65449078
coupling,9470.982045,212.3615897,steel,1410049.876,7.05E-06,194697502.7,138.078451
piston,9381.507269,226.2638859,aluminium,2024733.299,2.89E-05,55723380.89,27.52134363
piston,6956.87309,600.3463768,chromium,790634.0743,2.83E-06,199884541.1,252.8154902
lever,3068.868827,79.87488906,aluminium,6473705.027,9.25E-05,116718796.2,18.02967478
cylinder,8713.546412,209.950081,aluminium,1312425.193,1.87E-05,62520799.59,47.63761005
cylinder,1831.965536,485.1806264,steel,218785.0847,1.09E-06,123650878.6,565.1705131
flange,7016.704103,169.1627389,titanium,1234370.177,1.12E-05,688546576.4,557.8120642
bolt,1465.198335,481.1694665,steel,455543,2.28E-06,124695451.4,273.7292669
housing,9491.695961,392.0644141,titanium,1080874.423,9.83E-06,409919482.4,379.2480179
bolt,3634.138552,163.5526603,aluminium,535227.6672,7.65E-06,81853058.23,152.9312912
shaft,2611.327645,702.4821057,steel,282355.4387,1.41E-06,67061951.63,237.5089779
bearing,9319.539611,51.830287,abs_plastic,977417.5469,0.000488709,22723237.67,23.24823995
shaft,9078.041035,494.7833529,chromium,1949233.149,6.99E-06,235072215.7,120.5972799
shaft,1578.907013,479.7827276,chromium,189586.5495,6.80E-07,240072424.1,1266.294601
bolt,2801.879887,22.40549471,chromium,664654.7261,2.38E-06,392531501.8,590.5795691
bracket,8007.841108,946.2859659,chromium,1307574.34,4.69E-06,84571344.7,64.67803942
bracket,782.9743518,969.0626504,chromium,88143.30686,3.16E-07,76979116.54,873.3404644
housing,7152.700882,49.46996061,abs_plastic,999123.0145,0.000499562,23510013.13,23.53064917
bracket,3925.514062,52.50584255,abs_plastic,2240975.839,0.001120488,22498052.48,10.03939984
shaft,1420.474243,72.36971966,abs_plastic,176617.4835,8.83E-05,15876760.11,89.89347941
housing,3528.998681,187.8261822,aluminium,376316.7349,5.38E-06,71739090.74,190.6348671
spring,7204.691305,231.3940453,aluminium,7345296.4,0.000104933,53585814.47,7.295255569
pulley,8149.739966,22.67224053,abs_plastic,8135618.913,0.004067809,32442586.49,3.987721996
valve_body,3413.960965,60.74311925,abs_plastic,635718.2121,0.000317859,19752293.58,31.07083171
spring,9663.33805,964.2786074,chromium,2150858.833,7.71E-06,78573797.53,36.53135963
housing,231.3585545,556.855353,chromium,31018.77529,1.11E-07,214381549,6911.347949
lever,705.6003761,110.4329828,titanium,157700.8687,1.43E-06,761958771.5,4831.671363
flange,3870.762709,363.1795383,steel,813984.7042,4.07E-06,155421995.2,190.9397
bolt,1141.894791,235.3061308,aluminium,165075.4752,2.36E-06,51955778.83,314.7395383
coupling,7371.23702,387.0616163,steel,3361468.985,1.68E-05,149202704.1,44.38616116
housing,9584.022331,361.3448952,titanium,45776241.44,0.000416148,448318881,9.793702298
bolt,2798.221714,877.4897051,chromium,363898.6,1.30E-06,107503431.6,295.4213939
valve_body,1130.351969,477.8134198,titanium,210490.9888,1.91E-06,302733225.3,1438.224159
piston,6592.195288,199.6535996,aluminium,3032409.049,4.33E-05,66811000.15,22.03231789
bearing,4392.86361,350.3168842,titanium,500417.7852,4.55E-06,462103894.7,923.4361935
bracket,5335.17166,607.9667173,steel,1199156.86,6.00E-06,91675334.03,76.4498266
bearing,2127.535097,49.68517878,abs_plastic,333529.194,0.000166765,23438273.74,70.27352975
spring,7252.366972,504.6105907,titanium,1790043.835,1.63E-05,269236761.6,150.4079154
piston,7778.98089,244.7566014,steel,2352018.759,1.18E-05,186261301.7,79.19209869
cam,4525.164272,270.8652547,chromium,681458.1444,2.44E-06,309711581.8,454.4836455
piston,1303.352531,52.59279833,aluminium,613599.8555,8.77E-06,128086334,208.7457044
cam,6238.312916,31.78822128,abs_plastic,3705269.111,0.001852635,29403926.24,7.935705979
bolt,320.7868785,495.4139955,steel,85736.61178,4.29E-07,120985938.7,1411.135058
shaft,8337.203318,199.7070675,titanium,883535.5481,8.03E-06,650366165.6,736.0950751
lever,6660.951991,208.1894188,aluminium,2565128.685,3.66E-05,63254408.85,24.6593511
housing,217.8542416,508.5441718,chromium,61108.00236,2.19E-07,230485276.1,3771.769117
cam,2166.584236,398.9400359,steel,2277881.577,1.14E-05,146109365.6,64.14265216
housing,7208.26148,756.0342631,steel,1034878.373,5.17E-06,53116077.32,51.32591298
piston,5589.674301,188.0612111,aluminium,572008.4541,8.17E-06,71641162.04,125.2449357
lever,404.7870317,584.5661658,steel,44658.0734,2.23E-07,97769227.66,2189.284495
spring,6745.90478,297.253701,aluminium,6762441.138,9.66E-05,26144291.25,3.866102598
cam,2905.637176,199.225311,aluminium,475128.7408,6.79E-06,66989453.73,140.9922153
bracket,6254.132823,145.6653484,chromium,2294849.832,8.23E-06,351444883.9,153.1450463
bearing,3338.205909,59.0448125,abs_plastic,354476.3038,0.000177238,20318395.83,57.31947556
bearing,3957.297572,614.32862,chromium,522218.6703,1.87E-06,195223793.3,373.8353384
cam,9163.182577,82.13120595,abs_plastic,3881922.698,0.001940961,12622931.35,3.251721462
housing,3899.361911,158.717874,chromium,546677.5033,1.96E-06,347094042,634.9155396
shaft,8365.132989,43.51120666,abs_plastic,12610918.2,0.006305459,25496264.45,2.021761147
spring,4351.24599,143.5605848,aluminium,5803850.116,8.29E-05,90183089.67,15.53849391
shaft,7671.994143,276.2493744,aluminium,1829443.562,2.61E-05,34896093.99,19.07470376
cam,7056.008353,283.9761603,aluminium,2571522.229,3.67E-05,31676599.87,12.31822907
housing,3053.967084,204.126273,aluminium,365166.4886,5.22E-06,64947386.24,177.856918
lever,407.8367572,287.6126907,titanium,87119.97038,7.92E-07,540484136.7,6203.906341
pulley,6742.49312,25.40915299,aluminium,1329899.978,1.90E-05,139412852.9,104.8295776
valve_body,3499.198526,674.9979221,chromium,1483365.303,5.32E-06,175000692.6,117.9754523
pulley,9631.27794,221.8808151,titanium,2728130.064,2.48E-05,622648981.1,228.2328798
pulley,9712.655766,786.8027478,steel,1663520.834,8.32E-06,45103451.08,27.11324689
coupling,346.2712319,50.14684488,abs_plastic,38610.10843,1.93E-05,23284385.04,603.064482
spring,8228.615008,336.5984526,titanium,2386751.601,2.17E-05,479251934.3,200.7967373
cam,8959.615361,680.7153874,chromium,4217836.724,1.51E-05,173094870.9,41.0387794
pulley,990.6760607,65.07069925,abs_plastic,807891.8415,0.000403946,18309766.92,22.66363636
coupling,3070.301758,183.3587456,titanium,504820.1777,4.59E-06,670801568,1328.793098
bolt,2698.596102,88.68693944,aluminium,279319.1397,3.99E-06,113047108.6,404.7238176
pulley,8809.233277,35.97828153,abs_plastic,929428.8437,0.000464714,28007239.49,30.13381786
shaft,4459.482562,217.9937719,aluminium,753555.2764,1.08E-05,59169261.71,78.52013456
spring,5582.926067,224.5979276,aluminium,10754679.97,0.000153638,56417530.16,5.245858574
housing,8359.351201,260.8577832,steel,2009159.346,1.00E-05,182068285.6,90.6191368
shaft,1252.363147,58.117896,chromium,172194.5959,6.17E-07,380627368,2210.448975
bolt,3026.431337,946.1056673,chromium,306382.7137,1.10E-06,84631444.22,276.2278694
cam,8044.27228,78.93487007,abs_plastic,2643146.639,0.001321573,13688376.64,5.178818474
flange,1511.306946,254.7223528,aluminium,205927.7125,2.94E-06,43865686.35,213.0149741
bearing,6435.313806,81.77218652,abs_plastic,746559.8221,0.00037328,12742604.49,17.06843058
housing,6876.303509,21.52781245,abs_plastic,968760.7247,0.00048438,32824062.52,33.88252814
bolt,1234.935441,505.4161113,titanium,3305898.626,3.01E-05,268229860.8,81.13674712
bolt,1488.821627,711.5200079,steel,203259.0611,1.02E-06,64708331.29,318.3539811
gear,5701.598129,326.4031881,chromium,3057964.412,1.10E-05,291198937.3,95.22639837
housing,4094.875388,251.1553543,titanium,2298067.097,2.09E-05,586055807.1,255.0211905
pulley,8027.755792,503.6189395,chromium,6459759.864,2.32E-05,232127020.2,35.93431104
bracket,1855.38141,692.8857749,steel,465202.2197,2.33E-06,69560996.13,149.5285129
gear,2811.331015,605.6764133,chromium,350857.9399,1.26E-06,198107862.2,564.6383898
bracket,9228.71727,455.6660533,titanium,1553965.317,1.41E-05,330417433.3,212.6285765
coupling,4345.658177,232.3676092,aluminium,1149386.678,1.64E-05,53180162.81,46.26829581
housing,7317.232871,263.4099295,titanium,745467.2177,6.78E-06,570737588.2,765.610579
spring,9225.101463,747.7107879,steel,3698407.602,1.85E-05,55283648.99,14.94796002
piston,4387.437601,93.40197818,abs_plastic,962953.4314,0.000481477,8866007.274,9.207098687
cam,4722.977351,152.1244383,titanium,2277707.447,2.07E-05,709844452.1,311.6486505
shaft,7579.397104,370.9414614,titanium,1095695.531,9.96E-06,436323173.2,398.2157095
spring,4866.209925,54.62830668,steel,593905.8774,2.97E-06,235773878.5,396.9886264
housing,208.540166,67.54193907,aluminium,31789.58148,4.54E-07,121857525.4,3833.253529
lever,1354.544542,738.3637306,chromium,489857.7133,1.76E-06,153878756.5,314.1294958
lever,8843.017317,97.64420119,abs_plastic,2054955.892,0.001027478,7451932.936,3.626322573
valve_body,8411.710394,362.3469519,titanium,4206739.749,3.82E-05,447066310.2,106.2738217
cam,5109.234959,330.9402415,steel,3978097.376,1.99E-05,163817645.5,41.17989832
bearing,6787.010618,88.53573813,steel,989000.6312,4.95E-06,226943818.2,229.4678194
valve_body,5986.046001,188.7010824,titanium,2186026.84,1.99E-05,664123647,303.8039766
spring,2642.453462,144.9534305,aluminium,378661.1923,5.41E-06,89602737.29,236.630368
lever,5934.826089,553.6983945,steel,1577451.238,7.89E-06,105807709.8,67.07510649
cam,3366.696208,812.0048822,chromium,2416786.625,8.66E-06,129331705.9,53.51391165
gear,6384.877944,711.787245,steel,1478086.58,7.39E-06,64638738.27,43.7313613
bearing,1078.842986,29.36857852,abs_plastic,352156.4661,0.000176078,30210473.83,85.78707686
coupling,6367.379238,341.432344,titanium,898962.9125,8.17E-06,473209570,526.3949862
coupling,7604.927664,326.7199444,steel,918359.1075,4.59E-06,164916681.1,179.5775528
piston,4055.114105,789.0490356,steel,3696998.265,1.85E-05,44518480.3,12.04179096
bearing,3140.784507,906.9863609,chromium,360741.5594,1.29E-06,97671213.03,270.7512081
bearing,3260.641382,404.6028472,chromium,1137995.629,4.08E-06,265132384.3,232.9819004
housing,6865.029185,224.7190429,steel,1058469.021,5.29E-06,191479415.9,180.9022391
pulley,680.0497883,144.97955,titanium,68102.04836,6.19E-07,718775562.5,10554.38977
housing,7059.360069,199.0097879,chromium,1150163.664,4.12E-06,333663404,290.1008043
coupling,3213.318695,832.3191697,chromium,529042.888,1.90E-06,122560276.8,231.6641609
bracket,5809.93239,33.24282342,abs_plastic,1421546.527,0.000710773,28919058.86,20.34337836
bearing,4068.936954,461.4441413,titanium,834289.1738,7.58E-06,323194823.3,387.389449
spring,3007.396492,53.25628626,abs_plastic,381123.4463,0.000190562,22247904.58,58.37453664
piston,5515.57865,61.60532714,steel,1363171.616,6.82E-06,233956946.1,171.6269202
cam,3152.715199,90.75972278,abs_plastic,463995.2778,0.000231998,9746759.072,21.00616006
bearing,8845.346151,64.910285,aluminium,2555148.285,3.65E-05,122954047.9,48.12012227
coupling,135.0125747,560.0560818,titanium,36704.49983,3.34E-07,199929897.7,5447.013271
lever,1823.681551,390.588581,chromium,226290.1455,8.11E-07,269803806.3,1192.291453
lever,8560.195173,74.86835939,abs_plastic,30903567.26,0.015451784,15043880.2,0.486800766
housing,7154.16589,123.0128191,aluminium,2083896.889,2.98E-05,98744658.72,47.38461833
cylinder,2080.660702,94.29691483,steel,1622896.266,8.11E-06,225443511.8,138.914308
lever,3566.037562,82.82271175,aluminium,992452.5393,1.42E-05,115490536.8,116.3688259
bracket,5513.192536,228.2050338,aluminium,1594867.565,2.28E-05,54914569.24,34.43205596
valve_body,1109.486853,91.59747311,chromium,237256.0506,8.50E-07,369467509,1557.252209
bearing,6166.725664,32.04060632,aluminium,4723696.989,6.75E-05,136649747.4,28.92855907
piston,5706.485053,575.4025363,steel,676482.5836,3.38E-06,100155589.5,148.0534635
bearing,5691.646533,691.5257764,steel,691211.8366,3.46E-06,69915162.39,101.1486764
flange,4199.279332,40.2957464,abs_plastic,482082.3905,0.000241041,26568084.53,55.11108694
pulley,1198.466984,356.8329503,chromium,200434.9665,7.18E-07,281055683.2,1402.228803
coupling,8102.986069,61.64216902,abs_plastic,1114628.024,0.000557314,19452610.33,17.4521095
bolt,7836.753408,168.5561537,chromium,1204379.645,4.32E-06,343814615.4,285.4702974
shaft,3125.074304,505.6141308,chromium,616855.6972,2.21E-06,231461956.4,375.228692
piston,6431.582881,73.10133889,abs_plastic,1531115.817,0.000765558,15632887.04,10.21012706
housing,7865.971267,74.2970589,abs_plastic,1645337.638,0.000822669,15234313.7,9.259080539
lever,8135.964617,611.9515541,steel,2978663.722,1.49E-05,90637616.11,30.42895223
piston,7036.975304,220.9718179,steel,762031.771,3.81E-06,192455255.8,252.5554223
housing,9504.554592,648.3968017,steel,2476628.024,1.24E-05,81146666.22,32.76497942
cylinder,3579.272567,150.3380685,steel,8312431.523,4.16E-05,210849461.3,25.36555769
spring,9045.237107,158.6122209,titanium,4217915.627,3.83E-05,701734723.9,166.370024
valve_body,2252.874628,558.7063316,titanium,717635.5648,6.52E-06,201617085.5,280.9463402
housing,7025.633699,102.1397024,aluminium,855804.6808,1.22E-05,107441790.7,125.544757
valve_body,7932.708407,609.8142962,chromium,1374191.431,4.93E-06,196728567.9,143.1595071
piston,4907.105403,116.0097856,aluminium,1156830.828,1.65E-05,101662589.3,87.88025606
shaft,868.1962616,60.62504506,aluminium,123641.9817,1.77E-06,124739564.6,1008.877105
cam,8578.786142,75.5517862,abs_plastic,1113541.399,0.000556771,14816071.27,13.30536187
piston,1314.833395,661.511851,steel,258014.8511,1.29E-06,77731288.81,301.2667235
housing,8877.20735,34.02326538,titanium,2281843.967,2.07E-05,857470918.3,375.7798213
piston,6815.764889,300.4625218,chromium,2625276.515,9.41E-06,299845826.1,114.2149501
bolt,832.235554,33.9997463,abs_plastic,93425.97157,4.67E-05,28666751.23,306.8392092
shaft,9507.812097,99.90000275,abs_plastic,2514352.892,0.001257176,6699999.083,2.664701166
housing,8597.724946,998.6391985,chromium,1357510.893,4.87E-06,67120267.17,49.44363064
valve_body,531.5897257,44.43284248,abs_plastic,76066.97688,3.80E-05,25189052.51,331.1430734
gear,862.6167998,36.52061012,titanium,97437.16323,8.86E-07,854349237.4,8768.207212
cylinder,9923.260934,329.4984475,steel,2352094.531,1.18E-05,164193112.6,69.80719118
pulley,6207.152312,329.7789802,titanium,2745473.261,2.50E-05,487776274.7,177.6656439
shaft,2444.300543,160.7082955,aluminium,877773.3991,1.25E-05,83038210.22,94.60096456
lever,4692.265692,54.1016896,titanium,641042.8987,5.83E-06,832372888,1298.466748
coupling,7366.643071,189.7540136,chromium,2515858.359,9.02E-06,336748662.1,133.8504058
flange,8862.681277,32.58192669,aluminium,5023920.06,7.18E-05,136424197.2,27.15492993
bolt,1878.961637,970.7839698,chromium,337858.4604,1.21E-06,76405343.39,226.1460119
bolt,9846.226994,454.4257813,steel,1481734.689,7.41E-06,131659952.8,88.85528146
cam,3882.937159,186.4346275,aluminium,4909645.944,7.01E-05,72318905.22,14.72996343
gear,2048.43632,24.45015008,aluminium,378266.7219,5.40E-06,139812437.5,369.613369
shaft,2140.846987,253.5970989,titanium,2512711.03,2.28E-05,583003626.4,232.0217564
shaft,2602.152421,44.9124516,abs_plastic,2003651.881,0.001001826,25029182.8,12.49178215
lever,4985.098365,580.7039402,chromium,868880.0932,3.11E-06,206432019.9,237.5840136
housing,2006.046163,79.61061988,abs_plastic,1477361.845,0.000738681,13463126.71,9.112951408
pulley,7130.435872,141.1254719,titanium,2272974.715,2.07E-05,723593160.2,318.3463306
spring,4548.578036,218.402155,aluminium,725222.6313,1.04E-05,58999102.08,81.35309011
lever,7169.137873,248.2379274,steel,2178341.083,1.09E-05,185354706.4,85.0898456
bolt,3143.875513,788.2515378,steel,385320.696,1.93E-06,44726162.03,116.0751615
gear,155.3821432,23.42266146,abs_plastic,61752.00857,3.09E-05,32192446.18,521.3182037
gear,463.1716534,440.733642,chromium,61191.07921,2.19E-07,253088786,4136.040568
gear,5128.152674,651.9605626,steel,609963.9972,3.05E-06,80218603.49,131.5136694
pulley,5141.52798,214.396929,aluminium,4260380.44,6.09E-05,60667946.25,14.24003023
lever,2562.048914,270.3957933,titanium,401757.68,3.65E-06,562005258.4,1398.866248
gear,616.6320722,22.86547979,aluminium,1930719.604,2.76E-05,140472716.8,72.75666363
spring,2470.938274,81.94202397,aluminium,250366.4605,3.58E-06,115857490,462.7516392
piston,520.5397897,32.80769101,abs_plastic,133378.1156,6.67E-05,29064103,217.9075845
coupling,5659.999982,77.18847794,abs_plastic,774468.8545,0.000387234,14270507.35,18.42618625
valve_body,8721.023205,89.60843667,abs_plastic,1495509.761,0.000747755,10130521.11,6.773958535
cam,4288.058173,849.3509256,chromium,636683.0938,2.28E-06,116883024.8,183.5811661
bolt,4755.464958,525.7772462,titanium,2042813.291,1.86E-05,242778442.2,118.8451453
piston,1412.563584,130.6213711,aluminium,762048.0891,1.09E-05,95574428.7,125.4178445
cam,9948.64899,29.18290229,abs_plastic,1365242.88,0.000682621,30272365.9,22.17361199
lever,7052.756334,967.6123645,chromium,2295891.894,8.23E-06,77462545.17,33.73963094
cam,1700.556122,255.7243848,chromium,326783.9777,1.17E-06,314758538.4,963.2006461
flange,2293.774961,610.1657747,steel,724828.4408,3.62E-06,91102662.84,125.6885874
bearing,4419.876824,478.148961,titanium,539183.3015,4.90E-06,302313798.8,560.6883557
spring,2498.133035,88.13628738,aluminium,284297.3159,4.06E-06,113276546.9,398.443955
coupling,7890.911197,149.3058295,aluminium,789802.052,1.13E-05,87789237.7,111.1534687
